,FIGHTER,DOB,HEIGHT,REACH,STANCE,FIGHTER_ID
1786,Kevin Lee,1992-09-04,175.26,195.58,ORT,ee9ebceabfd16fa7
1787,Rocky Lee,1987-04-08,175.26,172.72,ORT,0d1c163b206e8c5f
1788,Andrea Lee,1989-02-11,167.64,175.26,ORT,05fa626cb33d15b8
1789,Ricky Legere Jr.,1985-12-21,172.72,184.15,,5817df778cc27274
1790,Sherron Leggett,1978-10-27,172.72,172.72,SOU,4f670b7972fa0a2e
1791,Cheyden Leialoha,1994-03-15,172.72,185.42,ORT,98cbbc06074c68a4
1792,Thales Leites,1981-09-06,185.42,198.12,ORT,cfb65863d5099327
1793,Stefan Leko,1974-06-03,187.96,187.96,ORT,d56bb6dff2ae77eb
1794,Gabe Lemley,,172.72,172.72,ORT,fd4578cac86d75ca
1795,Amanda Lemos,1987-05-22,162.56,165.1,SOU,3df5493bb279226f
1796,Giacomo Lemos,1989-06-23,190.5,190.5,ORT,f37822d5b3e47517
1797,Christophe Leninger,,182.88,182.88,SOU,7269329bd87eb479
1798,Jesse Lennox,1982-03-10,175.26,182.88,ORT,3ae10ac4df3df05c
1799,Jean Francois Lenogue,1972-11-29,182.88,182.88,ORT,e60201cfab7d656d
1800,Nik Lentz,1984-08-13,172.72,172.72,ORT,6fb1ba67bef41b37
1801,Alberta Cerra Leon,,172.72,172.72,,6e02c318762f52f1
1802,Anthony Leone,1987-05-27,167.64,160.02,ORT,86b9b51a81e9c339
1803,Chad Leonhardt,1980-02-19,182.88,182.88,,657d0ed181f04215
1804,Kimo Leopoldo,1968-01-05,190.5,190.5,ORT,08ae5cd9aef7ddd3
1805,Michael Lerma,1973-11-18,182.88,182.88,,f1fd8ec1023c89b3
1806,Lukasz Les,1981-11-05,177.8,177.8,,5a8e30ed38a5bc6f
1807,Brock Lesnar,1977-07-12,190.5,205.74,ORT,513c6f1715e547a8
1808,Frank Lester,1984-06-10,180.34,180.34,ORT,edd8d5d8089a35f8
1809,Valerie Letourneau,1983-04-29,170.18,172.72,ORT,46a2f24feb258ae0
1810,Leah Letson,1992-08-21,170.18,180.34,,8cb78f3a6c2a08f7
1811,Justin Levens,1980-04-18,180.34,180.34,ORT,8c3f3c43c8ceb778
1812,Marcus LeVesseur,1982-07-17,175.26,177.8,SOU,182f2b78582de3d8
1813,David Levicki,,195.58,195.58,,49590e0508b2c19f
1814,Kyle Levinton,,,,,81ddc98fceb30086
1815,John Lewis,1969-07-16,182.88,182.88,SOU,4a01dc8376736ef5
1816,Derrick Lewis,1985-02-07,190.5,200.66,ORT,d3df1add9d9a7efb
1817,Bevon Lewis,1991-05-05,190.5,200.66,ORT,899923ff6ab13917
1818,Chi Lewis-Parry,1983-08-10,205.74,205.74,,a307a10414d0ad00
1819,Li Jingliang,1988-03-20,182.88,180.34,ORT,e64b96c07d7ce999
1820,Jess Liaudin,,175.26,182.88,ORT,a8aba6fd8a463043
1821,Chuck Liddell,1969-12-17,187.96,193.04,ORT,a390eb8a9b2df298
1822,Sam Liera,1983-11-26,177.8,177.8,,421ccfc6ddb17958
1823,Zach Light,1974-02-06,172.72,172.72,ORT,5d7c18191b8aa432
1824,Scott Lighty,1978-10-15,187.96,187.96,,998c8890a8dde1eb
1825,Chris Liguori,,175.26,175.26,ORT,0e31bfd26cc8c503
1826,Donnie Liles,,175.26,175.26,ORT,a1bf037613180253
1827,Jae Suk Lim,1979-11-09,175.26,175.26,ORT,bbb15f301e4a490a
1828,Hyun Gyu Lim,1985-01-16,190.5,195.58,ORT,203c957eac95dd87
1829,Juliana Lima,1982-03-15,165.1,165.1,ORT,75a6a390fd5dca46
1830,Dhiego Lima,1989-01-31,187.96,190.5,ORT,e9213f53ddeca978
1831,Douglas Lima,1988-01-05,185.42,189.23,,264111bf62662fbf
1832,Mabelly Lima,1994-01-25,157.48,161.29,ORT,6135fd9665fbb74e
1833,Miguel Linares,,,,,18c49685296c60e6
1834,Matt Lindland,1970-05-17,182.88,187.96,SOU,0e041d43a47d2e4b
1835,Jake Lindsey,1986-06-21,180.34,180.34,SWI,33e00249ef08d3a4
1836,John Lineker,1990-06-12,160.02,170.18,ORT,c268b2cfebccf652
1837,Austin Lingo,1994-07-10,177.8,177.8,ORT,305d73ede05e31ad
1838,Lucio Linhares,1973-12-08,187.96,187.96,ORT,a780d16cf7eed44d
1839,Philipe Lins,1985-08-17,187.96,198.12,ORT,53c943c873cffe90
1840,Ariane Lipski,1994-01-26,167.64,170.18,ORT,6551c64fbcd1a467
1841,Dean Lister,1976-02-13,185.42,190.5,ORT,68c6cd5287b473a7
1842,Wesley Little,,193.04,193.04,,008c6e1a25751575
1843,Abner Lloveras,1982-09-04,180.34,182.88,,6448e57a9533b7e4
1844,Brian Lo-A-Njoe,1976-01-22,170.18,170.18,ORT,7abce81b72fbbd9b
1845,John Lober,1968-02-26,180.34,180.34,ORT,31652c9267606d54
1846,Artem Lobov,1986-08-11,175.26,165.1,SOU,02f2a9702ba3d167
1847,Dylan Lockard,1992-05-19,175.26,182.88,ORT,9caa254991a5a698
1848,Sean Loeffler,1982-05-23,190.5,191.01,ORT,d3d1ff3f3dfa0931
1849,Christian Lohsen,1995-01-24,187.96,195.58,SOU,4ab36d70d1b28b58
1850,David Loiseau,1979-12-17,182.88,193.04,ORT,22e47b53e4ceb27c
1851,Hector Lombard,1978-02-02,175.26,180.34,SOU,db1f2ed63b54b9a7
1852,Michael Lombardo,1990-04-03,182.88,182.88,ORT,6d6b9a6cb063b60d
1853,Rocky Long,1978-02-18,172.72,172.72,,10e04e5e81f391a0
1854,Thomas Longacre,,175.26,185.42,ORT,989be26791d0aad4
1855,Loma Lookboonmee,1996-01-18,154.94,154.94,ORT,4e30e4250cb08b61
1856,Lucas Lopes,1979-10-05,187.96,195.58,,1f70dd67ad507990
1857,Dileno Lopes,1984-09-26,165.1,166.37,,8270c00fae24c922
1858,Ivan Lopez,,167.64,167.64,SOU,0db9d2486d564a3c
1859,Steve Lopez,1984-07-30,180.34,180.34,ORT,6085ceb59087514b
1860,Federico Lopez,,162.56,172.72,ORT,9681e0ce67dc978b
1861,Jorge Lopez,1988-11-21,177.8,182.88,ORT,ee624ee2a18f2a43
1862,Christopher Lopez,1986-01-30,177.8,177.8,,5148a665aa527865
1863,Matthew Lopez,1987-01-21,170.18,175.26,SOU,2fc7e9701642ca38
1864,Benito Lopez,1994-04-06,177.8,185.42,SWI,773f7feacf96153e
1865,Gustavo Lopez,1989-06-27,165.1,170.18,ORT,93b62c5f2ba18e51
1866,Brendan Loughnane,1989-12-05,177.8,177.8,SWI,b788862dd1c11eac
1867,Nate Loughran,1980-07-28,187.96,187.96,ORT,cbf94e4c4af4ff6d
1868,Rashard Lovelace,1989-09-05,172.72,170.18,,e601d71cf8e5be22
1869,Ian Loveland,1983-09-07,172.72,172.72,ORT,eea0274e153256a0
1870,Jakob Lovstad,,190.5,190.5,ORT,ad044be25c94dcfd
1871,Waylon Lowe,1980-10-31,170.18,165.1,SOU,28f62d866c59c709
1872,Brandon Lowe,1990-04-24,172.72,172.72,,78ac94d54aa7f378
1873,Joseph Lowry,1989-12-12,177.8,182.88,ORT,86248c84834238e7
1874,Robert Lucarelli,,187.96,187.96,,96087e90d900f0ef
1875,Matt Lucas,1973-12-27,185.42,185.42,,668222c99c5c311d
1876,Cleber Luciano,1973-12-15,167.64,170.18,,9bdebbf2735d14c2
1877,Duane Ludwig,1978-08-04,177.8,177.8,ORT,84ac950d4c1722dd
1878,Mike Lullo,1979-07-24,172.72,177.8,ORT,e26882820f9e8df5
1879,Dalcha Lungiambula,1987-07-31,172.72,193.04,ORT,ce632027bf2a871b
1880,Alexandru Lungu,1974-09-03,182.88,186.94,ORT,4887e5bc4dbb73ff
1881,Vicente Luque,1991-11-27,180.34,190.5,ORT,6d4b63c767106d3a
1882,Thaddeus Luster,,190.5,190.5,,505934897b8b4824
1883,Travis Lutter,1973-05-12,180.34,190.5,ORT,622f015c81a9b13a
1884,Tucker Lutz,1994-07-12,172.72,182.88,ORT,7832f2f62f04178f
1885,Lv Zhenhong,1993-06-25,172.72,170.18,SWI,5a4913108a3b9190
1886,Stevie Lynch,,177.8,177.8,ORT,710d93f1508f7104
1887,Adam Lynn,1977-11-16,177.8,177.8,ORT,edfe95e3c33a4bf8
1888,Chris Lytle,1974-08-18,180.34,172.72,ORT,91acd6910b802a9e
1889,Jake O'Brien,1984-09-25,190.5,193.04,ORT,20bcc9966affb19c
1890,TJ O'Brien,1987-01-01,187.96,187.96,ORT,d25b93992f285953
1891,Sean O'Connell,1983-09-02,185.42,187.96,ORT,cb52f9490c2dc069
1892,Dan O'Connor,1982-11-17,162.56,162.56,,69ea0119f6f0dfe0
1893,Sean O'Haire,1971-02-25,195.58,195.58,ORT,46effbd1135423c5
1894,Sean O'Malley,1994-10-24,180.34,182.88,SWI,b50a426a33da0012
1895,Jeremiah O'Neal,1977-10-25,172.72,167.64,,338fda4ec7034c5d
1896,Chuck O'Neil,1985-09-22,187.96,193.04,,56bc9ccb609df534
1897,Brendan O'Reilly,1987-06-24,170.18,175.26,ORT,494b0bfdbac74502
1898,Takahiro Oba,1976-08-14,172.72,172.72,SOU,7139cd2ae4bf6a29
1899,Nobuhiro Obiya,1981-01-15,172.72,172.72,ORT,6e3282d57d2467a0
1900,Christian Ocon,1996-02-05,172.72,175.26,ORT,2d6d6ffe5a446ea2
1901,Richard Odoms,1975-05-08,195.58,208.28,ORT,f43907e75f8d9baa
1902,Volkan Oezdemir,1989-09-19,187.96,190.5,ORT,0845c81e37d3bcb3
1903,Naoya Ogawa,1968-03-31,193.04,193.04,ORT,4b2390cfaceb91d8
1904,Andy Ogle,1989-02-16,172.72,175.26,ORT,b6c4451cb13c9303
1905,Michiyoshi Ohara,1967-11-15,177.8,177.8,ORT,6a8a06b542e1516d
1906,Koji Oishi,1977-05-31,172.72,172.72,ORT,01daf32100ed7517
1907,Takayuki Okada,,185.42,185.42,ORT,32541eb5d12668b4
1908,Yushin Okami,1981-07-21,187.96,190.5,SOU,acff437707625fc7
1909,JJ Okanovich,1990-11-04,180.34,193.04,ORT,aa40fe6038db56cb
1910,Kazuki Okubo,,180.34,180.34,ORT,33454ad90754cb49
1911,Masakatsu Okuda,,,,,02a65a55f25fb4f3
1912,Aleksei Oleinik,1977-06-20,187.96,203.2,ORT,98c23cb6da5b3352
1913,Michal Oleksiejczuk,1995-02-22,182.88,187.96,SOU,0d65c432720accb9
1914,Rafaello Oliveira,1982-01-26,172.72,180.34,ORT,15b1b21cd743d652
1915,Charles Oliveira,1989-10-17,177.8,187.96,ORT,07225ba28ae309b6
1916,Jorge Oliveira,,185.42,185.42,,bec2746f033802c3
1917,Ednaldo Oliveira,1984-02-19,195.58,200.66,ORT,acd9513399a8b09b
1918,Alex Oliveira,1988-02-21,180.34,193.04,ORT,57b10fca4f9c9a7a
1919,Bruno Oliveira,1984-05-02,193.04,193.04,,1e85912c9bab7e2b
1920,Wendell Oliveira Marques,1983-06-01,177.8,177.8,ORT,32c03df3c9760069
1921,Felipe Olivieri,1985-04-12,175.26,182.88,ORT,948880beac71f028
1922,Andy Ologun,1983-06-12,182.88,182.88,ORT,e96d8538d3f9d0ed
1923,Shana Olsen,1980-12-17,170.18,170.18,,dfbb95ca0c143988
1924,Casey Olson,,170.18,170.18,ORT,7613773461b276f4
1925,Dennis Olson,1986-03-20,182.88,182.88,,8e0709784259402d
1926,Cameron Olson,1989-11-22,185.42,190.5,ORT,5a9104718439ef44
1927,Alan Omer,1988-09-14,177.8,180.34,ORT,f2ad06f1007c481a
1928,Daniel Omielanczuk,1982-08-31,182.88,187.96,SOU,470fedbc8563ac47
1929,Michihiro Omigawa,1975-12-19,167.64,172.72,ORT,9f842be1a5337be6
1930,Charlie Ontiveros,1991-07-04,187.96,198.12,SWI,318572f6f74b760d
1931,Chibwikem Onyenegecha,1994-04-18,190.5,190.5,ORT,887e09328cd63df1
1932,Sam Oropeza,1985-06-17,187.96,184.15,,6b8db407d49c6e4b
1933,Brian Ortega,1991-02-21,172.72,175.26,SWI,def8166ff24bd237
1934,Tito Ortiz,1975-01-23,190.5,187.96,ORT,2f732dd9210d301f
1935,Jorge Ortiz,,182.88,182.88,ORT,9c5828c6fd9dc948
1936,Dustin Ortiz,1988-12-25,165.1,165.1,ORT,f53c1f4ceeed8c08
1937,Kenji Osawa,1976-11-04,170.18,167.64,ORT,8eb239a52fc4ec14
1938,Ode Osbourne,1992-01-09,170.18,185.42,SOU,6d68c1afe954f121
1939,Kurt Osiander,,,,,f84dfc5a8d178403
1940,Nick Osipczak,1984-12-30,187.96,193.04,ORT,5b407acfe0ef9b76
1941,Nissen Osterneck,1981-05-01,187.96,187.96,ORT,d632d156c0549e07
1942,Rachael Ostovich,1991-02-25,160.02,157.48,ORT,01784fbc27c68b14
1943,Pedro Otavio,1967-12-17,190.5,190.5,ORT,4512e46543b960ad
1944,Alexander Otsuka,1971-07-17,185.42,185.42,ORT,865aa315ea62c511
1945,Takafumi Otsuka,1986-08-22,167.64,167.64,ORT,6b8f28da9a483049
1946,Zak Ottow,1986-12-22,180.34,182.88,ORT,47cd337b86b1af92
1947,Artur Oumakhanov,1979-02-27,170.18,170.18,ORT,1ef0eae31904e534
1948,Sidney Outlaw,1992-04-11,172.72,187.96,ORT,871ce0b4a01922b6
1949,Alistair Overeem,1980-05-17,193.04,203.2,ORT,b4ad3a06ee4d660c
1950,Valentijn Overeem,1976-08-17,190.5,193.04,ORT,20e403a1acfef130
1951,Craig Oxley,1973-02-14,175.26,175.26,,4bb9d7a32d02a03e
1952,Shungo Oyama,1974-04-11,180.34,180.34,SOU,47b7e4e60813b7b2
1953,Alptekin Ozkilic,1986-03-27,165.1,165.1,ORT,e18a19001a3f7c7d
1954,Katsuhiko Nagata,1973-10-31,170.18,170.18,SOU,d5ae8074631762fc
1955,Yuji Nagata,1968-04-24,182.88,182.88,ORT,e49c2db95e572dc8
1956,Greg Nagy,1983-10-18,185.42,185.42,ORT,342422bb6ced1e8d
1957,Logan Nail,1989-06-20,190.5,200.66,,47e0b5833e6bc91a
1958,Muhammad Naimov,1994-08-07,175.26,177.8,ORT,8d11d9c13e2ccdf7
1959,Yukiya Naito,,185.42,185.42,ORT,7be328bb3c2ea22e
1960,Andrews Nakahara,1983-03-12,185.42,190.5,ORT,7a9ca95a92d7b64c
1961,Rin Nakai,1986-10-22,154.94,152.4,ORT,f9ae6914f604aa9f
1962,Kazuhiro Nakamura,1979-07-16,180.34,177.8,ORT,b034747dc1d15491
1963,Keita Nakamura,1984-05-22,180.34,185.42,SOU,65ddc8a9ac4e8531
1964,Daisuke Nakamura,1980-06-10,170.18,170.18,ORT,a196332ee4aa8a82
1965,Yusaku Nakamura,1986-06-21,165.1,165.1,,03e8df49c4a059ba
1966,Jutaro Nakao,1970-11-30,175.26,175.26,SOU,95eb112a85601a0a
1967,Yoshihiro Nakao,1972-06-25,182.88,182.88,SOU,e18012194473e8b0
1968,Yui Chul Nam,1981-07-16,175.26,175.26,ORT,a00ec21cfbba17b6
1969,Tyson Nam,1983-10-06,170.18,172.72,ORT,6e00cfffd54653c4
1970,Rose Namajunas,1992-06-29,165.1,165.1,ORT,47b63240018d5d86
1971,Yasuhito Namekawa,1974-10-27,175.26,175.26,ORT,6083f497c22cc075
1972,Nad Narimani,1987-04-14,172.72,177.8,ORT,776a58a67665a171
1973,Roger Narvaez,1983-09-09,190.5,200.66,SOU,3a12a2f096a6d975
1974,Fabio Nascimento,,177.8,177.8,ORT,307064d3e0f036c2
1975,Allan Nascimento,1991-09-11,175.26,176.53,ORT,253076a23d03dcd0
1976,Rodrigo Nascimento,1992-11-26,187.96,203.2,ORT,d31a5546c0e9b213
1977,Bobby Nash,1990-03-26,182.88,187.96,ORT,7dfb56f24fe5ddea
1978,Reza Nasri,,180.34,180.34,ORT,d41937647eae9a34
1979,Pawel Nastula,1970-06-26,182.88,182.88,SOU,154a6b3ffae264cd
1980,Rafael Natal,1982-12-25,182.88,195.58,ORT,0dba4df5f34d5ff0
1981,Kevin Natividad,1993-04-02,167.64,177.8,ORT,0c258d1d8e16e5f1
1982,Ismail Naurdiev,1996-08-18,177.8,187.96,ORT,6a96ad1bc34fb113
1983,Danny Navarro,1983-05-27,177.8,177.8,,618f72750ec50b05
1984,Marcio Navarro,1978-09-17,182.88,180.34,,52f7d300738961ac
1985,Tafon Nchukwi,1994-10-14,182.88,195.58,ORT,6aae253467e8f9ce
1986,Dustin Neace,1986-09-12,175.26,175.26,,e503aa5c252a1b4d
1987,Josh Neal,,182.88,182.88,,0b534765dca35e71
1988,Joe Neal,1986-07-29,167.64,172.72,,5751267660c734cb
1989,Geoff Neal,1990-08-28,180.34,190.5,SOU,b997be68943010fc
1990,Stanislav Nedkov,1981-12-09,180.34,180.34,ORT,1d4bbaabd8b60173
1991,Josh Neer,1983-03-24,180.34,182.88,ORT,d1a1314976c50bef
1992,Nicolae Negumereanu,1994-09-04,182.88,198.12,ORT,8c57c7b8c3bab0eb
1993,Steve Nelmark,,182.88,182.88,ORT,13e62d766b709aa6
1994,Shane Nelson,1984-11-29,175.26,177.8,SOU,2db7fa8db6bc9632
1995,Roy Nelson,1976-06-20,182.88,185.42,ORT,3f7c14c7eca7195d
1996,Gunnar Nelson,1988-07-28,180.34,182.88,SWI,fd55393021a8c255
1997,Kyle Nelson,1991-04-20,180.34,180.34,SWI,31f8081c7600da93
1998,Lissette Neri,1987-08-05,157.48,157.48,,f4db63258ecf0613
1999,Mario Neto,,182.88,182.88,ORT,1209b5134401ca53
2000,Antonio Braga Neto,1987-10-29,190.5,195.58,ORT,fae67903c4fe636b
2001,Julio Cesar Neves Jr.,1994-04-25,172.72,172.72,,195d0d3e14a2e256
2002,Nick Newell,1986-03-17,177.8,187.96,SOU,f562238becb9ec50
2003,Journey Newson,1989-03-07,165.1,170.18,ORT,78f485f851891d68
2004,Jeff Newton,1966-12-11,187.96,187.96,,94609dd91731d428
2005,Carlos Newton,1976-08-17,175.26,175.26,ORT,952f6fa06f25a0ec
2006,Emanuel Newton,1984-01-02,185.42,190.5,,fbbbc68d368832fa
2007,Francis Ngannou,1986-09-05,193.04,210.82,ORT,8d03ce87ca14e778
2008,Ben Nguyen,1988-08-03,165.1,165.1,SWI,840d2c82ea68b9aa
2009,Steven Nguyen,1993-05-19,180.34,184.15,SWI,69037fc7730e4225
2010,Alex Nicholson,1990-05-02,193.04,195.58,ORT,2b6d855c6e280fb1
2011,Mike Nickels,1971-12-13,193.04,193.04,ORT,330ec26453c44a59
2012,Matheus Nicolau Pereira,1993-01-06,167.64,167.64,ORT,1a31ef98efce7a79
2013,Jaimelene Nievera,1984-10-28,165.1,165.1,ORT,3edf45e1717fa764
2014,Khomkrit Niimi,1973-02-28,157.48,172.72,,52a003d768f10d91
2015,Tom Niinimaki,1982-07-25,175.26,175.26,ORT,5fceb45939fc0c8a
2016,Ramsey Nijem,1988-04-01,180.34,190.5,ORT,22aa91e402d0fe1f
2017,Hans Nijman,1959-10-23,182.88,182.88,SWI,4956f60b7fa57c1a
2018,Jack Nilson,,,,,53e533db1b8e9712
2019,Mats Nilsson,1983-12-05,185.42,187.96,ORT,a9bcf8717dd12532
2020,Guangyou Ning,1981-12-15,162.56,162.56,SOU,2c1170b825f58e57
2021,Soichi Nishida,1967-03-02,180.34,180.34,ORT,6810d8d2dd557cf9
2022,Yosuke Nishijima,1973-05-15,175.26,175.26,ORT,5cde96e0a1a1fffe
2023,Akiyo Nishiura,1983-08-08,172.72,172.72,SOU,6c9383ffab2725a5
2024,Anthony Njokuani,1980-03-01,185.42,190.5,ORT,6bf5a7d3e081ade2
2025,Chidi Njokuani,1988-12-31,190.5,203.2,,c68c68efaa5ca6ef
2026,Derrick Noble,1978-08-14,175.26,175.26,SOU,21321cdfba797c52
2027,Kyle Noblitt,1989-12-26,187.96,194.31,,4acf03bdec2025d7
2028,Pedro Nobre,1986-02-13,165.1,168.91,,e983c62faf677ab2
2029,Jacob Noe,1980-07-29,190.5,190.5,,9bff1b4c37ebbede
2030,Antonio Rodrigo Nogueira,1976-06-02,190.5,195.58,ORT,ee9d73f4fee9cbdd
2031,Rogerio Nogueira,1976-06-02,187.96,190.5,SOU,73e09f837f3b5ecc
2032,Alexandre Franca Nogueira,1978-01-15,170.18,170.18,ORT,4c27ca8c8481f79a
2033,Talita Nogueira,1985-10-13,177.8,177.8,,a3d1d060f9af97fe
2034,Kyle Noke,1980-03-18,185.42,193.04,SOU,7339d340aa2889cb
2035,Nick Nolte,1981-03-04,182.88,185.42,,d665de9b4da87c22
2036,KJ Noons,1982-12-07,177.8,177.8,ORT,b7ffa72aa148599a
2037,Sage Northcutt,1996-03-01,182.88,180.34,ORT,ed9d8ee3a4239b1c
2038,Jan Nortje,1975-04-11,185.42,185.42,SOU,bd4389b71fdc0ce2
2039,Scott Norton,1973-03-15,177.8,177.8,ORT,f21a3d68fb9df387
2040,Jonatas Novaes,1981-03-02,180.34,185.42,,9e8e5c529057fe60
2041,Jason Novelli,1979-06-08,182.88,190.5,ORT,459e4dc69ec669b2
2042,Phillipe Nover,1984-02-03,175.26,182.88,ORT,64360e618823a8e4
2043,Diego Nunes,1982-11-30,167.64,170.18,ORT,3a24769a4855040a
2044,Amanda Nunes,1988-05-30,172.72,175.26,ORT,80fa8218c99f9c58
2045,Istela Nunes,1992-07-23,162.56,162.56,,efc67b07eed39794
2046,Khabib Nurmagomedov,1988-09-20,177.8,177.8,ORT,032cc3922d871c7f
2047,Said Nurmagomedov,1992-04-05,172.72,177.8,ORT,0fd5f4b838e890cc
2048,Abubakar Nurmagomedov,1989-11-13,180.34,182.88,ORT,029e1293e609fd74
2049,Umar Nurmagomedov,1996-01-03,172.72,175.26,,2b6fc1c02736833d
2050,Kennedy Nzechukwu,1992-06-13,195.58,210.82,SOU,8667caa0451d245b
2051,Dong Hyun Ma,1988-09-09,180.34,177.8,ORT,98a6b2361045898f
2052,William Macario,1991-07-01,180.34,190.5,ORT,ed74afc8b5b47a61
2053,Jason MacDonald,1975-06-03,190.5,203.2,ORT,2be6596a9db33bf5
2054,Rob MacDonald,1978-09-05,190.5,198.12,ORT,f3388d2cf7ab3f64
2055,Rory MacDonald,1989-07-22,182.88,193.04,ORT,cbd5d3cdd862e90e
2056,Ryan MacDonald,1993-03-18,180.34,180.34,SWI,35e1f9984ed64206
2057,Veronica Macedo,1995-10-30,162.56,162.56,SOU,4798e823ada58fe9
2058,Clayton MacFarlane,,180.34,186.69,,39831e62d12e7ad1
2059,Ilima Macfarlane,,162.56,162.56,,8cf90e41646491fd
2060,Lyoto Machida,1978-05-30,185.42,187.96,SOU,f7a7f7118d4b01b6
2061,War Machine,1981-11-30,180.34,177.8,ORT,cd7bafbeee1f29a0
2062,Anthony Macias,1969-07-16,175.26,175.26,SWI,dedc3bb440d09554
2063,Pauline Macias,1988-06-27,162.56,167.64,,e88b83dea18f5d31
2064,Reza Madadi,1978-06-20,180.34,185.42,ORT,e25bcbcdaf6537a1
2065,Don Madge,1990-11-12,182.88,182.88,SOU,68c7ad953455c73f
2066,Ryan Madigan,,182.88,182.88,ORT,a8d521d913df4e31
2067,Jon Madsen,1980-02-12,182.88,182.88,ORT,7691a80e6ca3e55b
2068,Mark Madsen,1984-09-23,172.72,182.88,ORT,da0995f19b749cfa
2069,Yoshiro Maeda,1981-10-31,170.18,172.72,SOU,a4bf17bd3ba3423b
2070,Leonardo Mafra,1989-04-25,177.8,177.8,ORT,8bbc0cfc01bc1ba1
2071,Vinny Magalhaes,1984-07-02,190.5,190.5,ORT,88a9bc81271ccd89
2072,Vinicius Magalhaes,1971-07-30,,,,1b583c64c23f0c7f
2073,Caio Magalhaes,1987-12-14,185.42,185.42,ORT,0c5c66ddd1886b83
2074,Bernardo Magalhaes,1981-04-08,175.26,165.1,ORT,7a613f78dd7ee8f8
2075,Eric Magana,,,,,8db1b36dde268ef6
2076,Brandon Magana,,,,ORT,2015c944226ad2df
2077,Angela Magana,1983-08-02,154.94,165.1,ORT,bd878a638e0e3be3
2078,Neil Magny,1987-08-03,190.5,203.2,ORT,84b3e7d38f2d2ec5
2079,Ibragim Magomedov,,182.88,182.88,ORT,e7e970d508529bf3
2080,Rashid Magomedov,1984-11-29,175.26,177.8,ORT,7ea1f74cef32f906
2081,Ruslan Magomedov,1986-11-26,190.5,198.12,ORT,369e1ce458ef50a6
2082,Zabit Magomedsharipov,1991-03-01,185.42,185.42,ORT,87aa9fb63d6b51a1
2083,John Maguire,1983-05-19,175.26,175.26,SOU,1a7745388839e52b
2084,Lolohea Mahe,,185.42,185.42,,fb0b6593cec84356
2085,Michelle Maher,,,,,118463dd8db16e7f
2086,Bill Mahood,1967-02-01,190.5,190.5,ORT,ae58685caf8e4a0d
2087,Klayton Mai,1986-11-30,175.26,172.72,,7a9c1bb08a743d7f
2088,Demian Maia,1977-11-06,185.42,182.88,SOU,427b5953ac8e3a27
2089,Jennifer Maia,1988-10-06,162.56,162.56,ORT,8e1f36476ef02a6a
2090,Levan Makashvili,1989-01-07,172.72,172.72,ORT,938ad489fb7a1f31
2091,John Makdessi,1985-05-03,172.72,172.72,ORT,c21a036b4e012f1c
2092,Islam Makhachev,1991-10-27,177.8,177.8,ORT,275aca31f61ba28c
2093,Aliev Makhmud,1970-02-13,167.64,167.64,SOU,3d481aa374c954a1
2094,Zach Makovsky,1983-04-19,162.56,162.56,SOU,57ab4d7c0bc09a30
2095,Jeremy Malaterre,1987-05-05,180.34,180.34,,110404b505fb562c
2096,Fabio Maldonado,1980-03-17,185.42,190.5,ORT,1fb80f46d3c105d9
2097,Marvin Maldonado,,167.64,172.72,,e5ce754b01f922be
2098,Bea Malecki,1991-08-23,175.26,187.96,ORT,b60c980f79b87ce8
2099,Nazareno Malegarie,1986-05-16,172.72,177.8,,d38e8c6ae2dfc051
2100,Carl Malenko,1970-01-25,180.34,180.34,ORT,a314687f372b2cec
2101,Jacob Malkoun,,185.42,185.42,,d4270315cbcf2569
2102,Mike Malott,1991-11-07,182.88,187.96,,dd6103dd7127db1d
2103,Troy Mandaloniz,1980-02-01,175.26,175.26,ORT,725a834930c2b5bf
2104,Nate Maness,1991-06-27,177.8,182.88,ORT,6e9f40c706f91f32
2105,Michael Mangan,,,,,9297ce6eee046f7a
2106,Gary Mangat,1987-01-24,170.18,170.18,,1c0ffc63d8ec8f45
2107,Melvin Manhoef,1976-05-11,175.26,180.34,ORT,e5767ed355a937c2
2108,Melchor Manibusan,1976-12-27,165.1,165.1,SOU,b6c6d1731ff00eeb
2109,Jon Manley,1986-07-07,185.42,190.5,ORT,a0602dd050bebefc
2110,Steve Mann,,185.42,185.42,,0eef1bf99afd4ff2
2111,Chris Manuel,1987-07-21,175.26,175.26,ORT,a23e63184c65f5b8
2112,Jimi Manuwa,1980-02-18,185.42,200.66,ORT,1e1dbd1cc5a7469e
2113,Cristiano Marcello,1977-12-03,175.26,182.88,ORT,ff4c3ab594c7fac3
2114,Jose Maria,1982-01-04,165.1,165.1,ORT,b35ba64b6a2bbcb3
2115,Marcos Mariano,1986-10-12,185.42,193.04,SWI,72e5e5a6edfa8223
2116,Enrique Marin,1986-09-02,177.8,187.96,,23a6e307077c6ccc
2117,Ronny Markes,1988-04-21,185.42,190.5,ORT,bd21a1e3d41c97ee
2118,Rory Markham,1982-03-25,182.88,180.34,ORT,23a16ebe733e3041
2119,Randa Markos,1985-08-10,162.56,160.02,ORT,4a57ebb14315b251
2120,Christina Marks,1985-11-08,170.18,175.26,ORT,c7be22a47a58365a
2121,Nate Marquardt,1979-04-20,182.88,187.96,ORT,a8e6a69796280f17
2122,Danilo Marques,1985-12-26,198.12,195.58,ORT,687c15b2eddfaa63
